,brandnm,goodsnm,USER,reg_date,order_date,p_type,sub_type,app_yn,days,day_type,month,How_long
1401,Celine,monogram tote bag beige,a1148131,2021-03-03,2021-03-03,7days,BA,Y,수요일,주중,03,0
1402,Gucci,GG marmont quilted-leather belt bag,a1143318,2021-01-15,2021-03-03,7days,BA,Y,수요일,주중,03,47
1403,Chanel,unique pattern boy cross bag,a1147817,2021-02-28,2021-03-03,7days,BA,Y,수요일,주중,03,3
1404,Salvatore Ferragamo,ginny cross bag navy,a1148155,2021-03-03,2021-03-03,7days,BA,Y,수요일,주중,03,0
1405,Gucci,flap cross bag black,a1146005,2021-02-10,2021-03-03,4days,BA,Y,수요일,주중,03,21
1406,Clu,jaxsra bag beige,a1146765,2021-02-17,2021-03-03,7days,BA,Y,수요일,주중,03,14
1407,Burberry,check pattern kilt-skirt brown,a1144910,2021-01-29,2021-03-03,4days,B,N,수요일,주중,03,33
1408,Burberry,belt check pattern trench-coat beige,a1144910,2021-01-29,2021-03-03,4days,O,N,수요일,주중,03,33
1409,Christian Dior,bobby bag black,a1144916,2021-01-30,2021-03-03,7days,BA,Y,수요일,주중,03,32
1410,Time,basic pattern H-Line dress black,a1131410,2020-11-18,2021-03-03,4days,D,Y,수요일,주중,03,105
1411,Dolce & Gabbana,button basic pattern singlebreasted-jacket black,a1143337,2021-01-16,2021-03-03,4days,O,Y,수요일,주중,03,46
1412,Christian Dior,button color block pattern sweater ivory,a167713,2019-12-22,2021-03-03,4days,T,Y,수요일,주중,03,437
1413,Vivienne Westwood,nappa clasp chain bag,a160736,2019-12-04,2021-03-03,4days,BA,Y,수요일,주중,03,455
1414,Balmain,button basic pattern wool doublebreasted-jacket black,a13637,2018-03-09,2021-03-03,4days,O,Y,수요일,주중,03,1090
1415,Yves Saint Laurent,chevron quilted shoulder bag black,a195329,2020-04-10,2021-03-03,4days,BA,Y,수요일,주중,03,327
1416,Chanel,grand-shopping caviar black shoulder bag,a1148104,2021-03-03,2021-03-03,7days,BA,Y,수요일,주중,03,0
1417,Louis Vuitton,Pochette trunk vertical black bag,a1148115,2021-03-03,2021-03-03,4days,BA,Y,수요일,주중,03,0
1418,Since then,flower pattern A-Line dress white,a1131410,2020-11-18,2021-03-03,4days,D,Y,수요일,주중,03,105
1419,Stylenanda,basic pattern H-Line slip-dress black,a1131410,2020-11-18,2021-03-03,4days,D,N,수요일,주중,03,105
1420,Paipai jiemei,ruffle detail tiered lace dress multi,a1145727,2021-02-07,2021-03-03,4days,D,N,수요일,주중,03,24
1421,Gucci,dionysus cross bag beige,a1147807,2021-02-28,2021-03-03,4days,BA,Y,수요일,주중,03,3
1422,Gucci,jackie 1961 hobo bag brown,a1131514,2020-11-18,2021-03-03,4days,BA,Y,수요일,주중,03,105
1423,Chanel,boy chanel clutch black,a1148097,2021-03-03,2021-03-03,7days,BA,Y,수요일,주중,03,0
1424,EJnolee,button check pattern A-Line dress brown,a1145860,2021-02-08,2021-03-03,4days,D,Y,수요일,주중,03,23
1425,Coach,graphic point two way bag ivory,a1147981,2021-03-02,2021-03-03,4days,BA,Y,수요일,주중,03,1
1426,Louis Vuitton,monogram two way bag brown,a1148075,2021-03-03,2021-03-03,7days,BA,Y,수요일,주중,03,0
1427,Prada,color strap shoulder bag navy,a1148019,2021-03-02,2021-03-03,7days,BA,Y,수요일,주중,03,1
1428,Gucci,dionysus cross bag beige,a1147729,2021-02-27,2021-03-02,4days,BA,Y,화요일,주중,03,3
1429,Dolce & Gabbana,leopard pattern buckle bag,a1104837,2020-06-17,2021-03-02,4days,BA,Y,화요일,주중,03,258
1430,Max Mara,strap basic pattern cashmere coat black,a1147704,2021-02-27,2021-03-02,4days,O,Y,화요일,주중,03,3
1431,Chloe,drew bag beige,a1147704,2021-02-27,2021-03-02,4days,BA,Y,화요일,주중,03,3
1432,Gucci,dionysus shoulder bag beige,a1106424,2020-06-28,2021-03-02,4days,BA,Y,화요일,주중,03,247
1433,Recto.,wave neck line slim dress,a18660,2018-09-13,2021-03-02,4days,D,Y,화요일,주중,03,901
1434,Jill Stuart,romantic sleeve dress pink,a1147531,2021-02-25,2021-03-02,4days,D,Y,화요일,주중,03,5
1435,& Other Stories,button flower pattern A-Line wrap-dress yellow,a1147531,2021-02-25,2021-03-02,4days,D,Y,화요일,주중,03,5
1436,Zooc,stripe pattern A-Line shirt-dress yellow,a1147531,2021-02-25,2021-03-02,4days,D,Y,화요일,주중,03,5
1437,Nain,button basic pattern cardigan black,a1148036,2021-03-02,2021-03-02,4days,O,Y,화요일,주중,03,0
1438,Gucci,printing lettering pattern t-shirts cream,a1147907,2021-03-01,2021-03-02,4days,T,Y,화요일,주중,03,1
1439,On&On,gather basic pattern A-Line dress cream,a1115495,2020-08-22,2021-03-02,4days,D,Y,화요일,주중,03,192
1440,Dint,button basic pattern mermaid dress black,a1115495,2020-08-22,2021-03-02,4days,D,Y,화요일,주중,03,192
1441,Maison Margiela,Bucket black bag,a1110424,2020-08-05,2021-03-02,7days,BA,Y,화요일,주중,03,209
1442,Chanel,fold over chain cross bag,a1141604,2021-01-07,2021-03-02,7days,BA,Y,화요일,주중,03,54
1443,Dior,croisiere patent lady bag navy,a1147803,2021-02-28,2021-03-02,7days,BA,Y,화요일,주중,03,2
1444,Polo Ralph Lauren,pocket check pattern padding-outer khaki,a1147908,2021-03-01,2021-03-02,4days,O,Y,화요일,주중,03,1
1445,Gucci,super mini sylvie white,a1144433,2021-01-25,2021-03-02,7days,BA,Y,화요일,주중,03,36
1446,Thom Browne,button stripe pattern shirts white,a1117218,2020-08-30,2021-03-02,7days,T,Y,화요일,주중,03,184
1447,Gucci,vintage web GG two way bag brown,a1117218,2020-08-30,2021-03-02,7days,BA,Y,화요일,주중,03,184
1448,Burberry,zipper detail pointed jacket beige,a163815,2019-12-12,2021-03-01,7days,O,Y,공휴일,휴일,03,445
1449,Burberry,button basic pattern wool cardigan grey,a163815,2019-12-12,2021-03-01,7days,O,Y,공휴일,휴일,03,445
1450,Chanel,stripe pattern pointed cardigan multi,a1147961,2021-03-01,2021-03-01,4days,O,Y,공휴일,휴일,03,0
1451,Gucci,sylvie mini chain ribbon bag red,a1147961,2021-03-01,2021-03-01,4days,BA,Y,공휴일,휴일,03,0
1452,Gucci,microssima emily mini bag black,a1147942,2021-03-01,2021-03-01,7days,BA,Y,공휴일,휴일,03,0
1453,Chanel,boy chanel clutch black,a1147960,2021-03-01,2021-03-01,7days,BA,Y,공휴일,휴일,03,0
1454,Gucci,marmont gg logo quilted bag Black 2,a177034,2020-01-23,2021-03-01,4days,BA,Y,공휴일,휴일,03,403
1455,Chanel,brooch check pattern jacket cream,a1146108,2021-02-11,2021-03-01,7days,O,Y,공휴일,휴일,03,18
1456,Chanel,pocket tweed pattern cashmere coat pink,a1147959,2021-03-01,2021-03-01,7days,O,N,공휴일,휴일,03,0
1457,Max Mara,zipper detail two tone jacket,a112319,2018-11-29,2021-03-01,4days,O,Y,공휴일,휴일,03,823
1458,Burberry,check mackenzie cross bag pink,a1147938,2021-03-01,2021-03-01,7days,BA,Y,공휴일,휴일,03,0
1459,Burberry London,embroidery basic pattern wool sweater brown,a1147932,2021-03-01,2021-03-01,4days,T,Y,공휴일,휴일,03,0
1460,London Fog,button basic pattern coat grey,a1147932,2021-03-01,2021-03-01,4days,O,Y,공휴일,휴일,03,0
1461,Yves Saint Laurent,logo point clutch bag pink,a119721,2019-04-10,2021-03-01,7days,BA,Y,공휴일,휴일,03,691
1462,Prada,saffiano lux M gray,a1146069,2021-02-11,2021-03-01,7days,BA,Y,공휴일,휴일,03,18
1463,Burberry,basic pattern sweater beige,a1147848,2021-02-28,2021-03-01,7days,T,Y,공휴일,휴일,03,1
1464,Chanel,graphics pattern sweat-shirts white,a1147788,2021-02-28,2021-03-01,7days,T,Y,공휴일,휴일,03,1
1465,Burberry,classic trench coat beige,a190054,2020-03-24,2021-03-01,4days,O,Y,공휴일,휴일,03,342
